,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Guasdualito,0,VE,1562173654,72,7.24,-70.73,83.96,3.29
377,Marondera,0,ZW,1562173506,50,-18.19,31.55,57.86,7.72
378,Lamesa,1,US,1562173656,48,32.74,-101.95,91.0,8.05
379,Ambikapur,77,IN,1562173625,87,23.12,83.2,76.4,8.81
380,Tsimlyansk,25,RU,1562173659,57,47.65,42.1,75.14,6.46
381,Mwene-Ditu,34,CD,1562173660,33,-7.01,23.45,76.22,1.81
382,Qasigiannguit,20,GL,1562173661,70,68.82,-51.19,42.8,8.05
383,San Quintin,100,PH,1562173662,94,17.54,120.52,75.32,3.78
384,Darhan,98,MN,1562173664,93,49.49,105.92,59.84,8.1
385,Beyneu,0,KZ,1562173665,37,45.32,55.19,84.32,12.17
386,Kodinsk,50,RU,1562173666,41,58.6,99.18,60.74,5.5
387,Bubaque,100,GW,1562173667,82,11.28,-15.83,81.08,11.61
388,Pedra,89,BR,1562173668,50,-8.5,-36.94,81.62,4.05
389,Gberia Fotombu,98,SL,1562173670,91,9.88,-11.17,79.82,3.56
390,Marystown,100,CA,1562173671,93,47.17,-55.16,52.28,7.83
391,Nhulunbuy,90,AU,1562173672,88,-12.18,136.78,71.6,4.7
392,Yumbe,81,UG,1562173673,95,3.47,31.25,66.68,3.42
393,Atasu,85,KZ,1562173674,63,48.68,71.64,65.24,14.16
394,Tautira,40,PF,1562173676,88,-17.73,-149.15,69.8,3.36
395,Diebougou,68,BF,1562173677,51,10.97,-3.25,90.98,6.26
396,Rundu,0,NA,1562173678,16,-17.91,19.77,73.4,5.82
397,Sherbakul,75,RU,1562173679,72,54.63,72.39,64.4,11.18
398,San Felipe,0,CL,1562173680,86,-32.75,-70.73,60.01,3.22
399,Hay River,75,CA,1562173682,76,60.82,-115.79,57.2,13.87
400,Naze,100,NG,1562173683,93,5.43,7.07,75.14,6.13
401,Mala,64,PE,1562173684,88,-12.66,-76.63,60.92,13.53
402,Namibe,0,AO,1562173685,92,-15.19,12.15,69.56,1.77
403,Pelym,98,RU,1562173686,77,61.01,62.0,62.36,3.89
404,Torbay,90,CA,1562173688,82,47.66,-52.73,61.0,13.87
405,Sorong,94,ID,1562173689,90,-0.86,131.25,74.96,7.56
406,Omboue,0,GA,1562173690,87,-1.57,9.26,73.16,15.99
407,Surt,0,LY,1562173691,71,31.21,16.59,78.2,20.42
408,Portland,20,US,1562173645,51,43.66,-70.25,89.01,8.05
409,Beira,20,ES,1562173693,65,43.2,-8.36,84.0,8.05
410,Sharjah,0,AE,1562173695,30,25.36,55.39,104.0,5.82
411,Mountain Home,40,US,1562173696,40,43.13,-115.69,68.0,25.28
412,Metro,65,ID,1562173697,92,-5.11,105.31,73.16,3.13
413,Sept-Iles,40,CA,1562173541,63,50.2,-66.38,66.2,8.05
414,San Roque,40,CO,1562173699,68,6.49,-75.02,68.0,4.7
415,Rupert,1,US,1562173701,55,42.62,-113.68,62.6,9.17
416,Otaki,90,JP,1562173702,94,35.95,138.94,75.99,10.29
417,Lurate Caccivio,40,IT,1562173703,45,45.77,9.0,91.99,9.17
418,Dryden,75,CA,1562173704,42,49.79,-92.84,68.0,5.82
419,Kunda,100,EE,1562173705,82,59.5,26.52,54.08,11.97
420,Noumea,90,NC,1562173540,93,-22.28,166.46,66.2,2.24
421,Ruidoso,1,US,1562173657,24,33.33,-105.67,90.0,12.75
422,Aklavik,40,CA,1562173709,67,68.22,-135.01,60.8,5.82
423,Bandarbeyla,10,SO,1562173710,50,9.49,50.81,83.24,21.03
424,Neepawa,75,CA,1562173711,67,50.23,-99.46,62.6,5.82
425,Havre,90,US,1562173569,82,48.55,-109.68,57.2,3.36
426,Curitibanos,38,BR,1562173713,99,-27.29,-50.58,57.99,1.99
427,Vanimo,46,PG,1562173715,79,-2.67,141.3,80.36,6.33
428,Fremont,5,US,1562173562,68,37.55,-121.99,70.0,4.7
429,Savage,40,US,1562173717,83,44.78,-93.34,84.99,5.82
430,Anaco,2,VE,1562173718,37,9.43,-64.46,92.6,8.81
431,Santa Fe,0,AR,1562173719,27,-31.62,-60.7,60.01,1.99
432,Aleksandrovskoye,0,RU,1562173720,88,56.74,85.39,71.01,6.71
433,Tevaitoa,100,PF,1562173722,70,-16.78,-151.5,76.58,33.2
434,Karasjok,75,NO,1562173723,100,69.47,25.52,46.4,10.29
435,Bonthe,54,SL,1562173724,85,7.53,-12.5,79.46,11.99
436,Lincoln,1,US,1562173612,69,40.8,-96.67,87.01,8.05
437,Muisne,90,EC,1562173726,83,0.61,-80.02,82.4,4.7
438,Penarroya-Pueblonuevo,0,ES,1562173728,40,38.3,-5.27,87.8,12.75
439,Calama,0,CL,1562173729,15,-22.46,-68.93,68.0,4.7
440,Meulaboh,100,ID,1562173434,71,4.14,96.13,83.78,4.0
441,Sakaiminato,75,JP,1562173731,94,35.55,133.23,71.6,2.24
442,Santo Tomas,40,PH,1562173732,94,7.53,125.62,78.8,3.36
443,Alofi,98,NU,1562173734,73,-19.06,-169.92,73.4,16.11
444,Puerto Madero,0,AR,1562173735,43,-34.61,-58.36,51.01,8.05
445,Rumford,1,US,1562173736,44,44.55,-70.55,87.01,5.82
446,Camacha,75,PT,1562173737,60,33.08,-16.33,73.4,14.99
447,Hericourt,0,FR,1562173739,37,47.57,6.76,82.4,8.05
448,Curvelo,0,BR,1562173741,31,-18.76,-44.43,80.9,9.26
449,Ponta Delgada,20,PT,1562173473,73,37.73,-25.67,71.6,14.99
450,Cravo Norte,10,CO,1562173743,64,6.3,-70.2,86.48,9.75
451,Quatre Cocos,75,MU,1562173744,94,-20.21,57.76,69.8,5.82
452,Oshawa,1,CA,1562173669,39,43.92,-78.86,86.0,5.68
453,Lambarene,19,GA,1562173747,65,-0.7,10.22,78.56,1.54
454,Alzenau,0,DE,1562173748,31,50.08,9.07,77.0,11.41
455,Poso,64,ID,1562173749,97,-1.4,120.75,60.38,2.3
456,Ulaangom,14,MN,1562173751,48,49.98,92.07,59.66,5.41
457,Ingham,55,AU,1562173752,88,-18.65,146.16,61.64,1.79
458,Sioux Lookout,75,CA,1562173499,63,50.1,-91.92,68.0,4.7
459,Boguchany,24,RU,1562173754,60,58.38,97.46,64.16,3.94
460,Mutare,0,MZ,1562173756,76,-18.97,32.67,56.06,4.12
461,Sechura,71,PE,1562173757,85,-5.56,-80.82,64.7,8.95
462,Sabha,0,LY,1562173758,12,27.03,14.43,96.02,7.07
463,Ambilobe,35,MG,1562173759,69,-13.19,49.05,74.06,8.37
464,Bodden Town,40,KY,1562173761,74,19.28,-81.25,89.01,12.75
465,Orsk,0,RU,1562173762,56,51.23,58.47,73.4,11.18
466,Bambanglipuro,3,ID,1562173764,88,-7.95,110.28,76.4,6.73
467,Asyut,0,EG,1562173765,23,27.18,31.19,96.8,20.8
468,Guerrero Negro,0,MX,1562173766,84,27.97,-114.04,67.22,13.09
469,Concepcion,73,CO,1562173768,62,9.56,-73.66,89.72,2.66
470,Kirkenes,90,NO,1562173769,100,69.73,30.05,51.8,23.04
471,Linjiang,22,CN,1562173770,97,41.81,126.91,54.44,2.33
472,Huarmey,54,PE,1562173771,84,-10.07,-78.15,63.08,13.15
473,Necochea,96,AR,1562173773,78,-38.55,-58.74,45.0,8.01
474,Ahipara,99,NZ,1562173774,93,-35.17,173.16,62.18,12.66
475,Chibuto,0,MZ,1562173775,78,-24.69,33.53,60.74,4.79
476,Northam,75,AU,1562173530,39,-31.65,116.67,66.2,14.99
477,Lagunas,3,PE,1562173779,45,-5.23,-75.68,91.52,3.4
478,Grindavik,75,IS,1562173780,76,63.84,-22.43,53.6,11.41
479,Springbok,0,ZA,1562173782,43,-29.67,17.88,56.96,4.09
480,Abalak,26,NE,1562173770,11,15.46,6.28,104.48,14.45
481,Ostrovnoy,100,RU,1562173784,96,68.05,39.51,49.76,9.57
482,Gayny,61,RU,1562173785,99,60.3,54.33,56.96,5.17
483,Bashtanka,100,UA,1562173786,53,47.4,32.45,74.6,8.37
484,Lake City,1,US,1562173522,24,38.03,-107.32,78.01,5.82
485,Yeppoon,90,AU,1562173788,68,-23.13,150.74,66.2,8.05
486,Lodja,49,CD,1562173790,55,-3.52,23.6,77.84,0.25
487,Molodizhne,1,UA,1562173791,76,45.01,34.06,70.64,6.51
488,Kununurra,48,AU,1562173792,71,-15.77,128.74,55.4,3.36
489,Dongsheng,100,CN,1562173793,72,29.72,112.52,78.2,3.94
490,Saint Anthony,1,US,1562173554,48,43.97,-111.68,68.0,10.29
491,Ashqelon,0,IL,1562173796,65,31.67,34.57,84.0,10.29
492,Half Moon Bay,5,US,1562173797,68,37.46,-122.43,70.0,4.7
493,Daru,48,PG,1562173798,88,-9.07,143.21,72.26,6.15
494,Taltal,0,CL,1562173799,64,-25.41,-70.49,60.2,5.66
495,Virden,58,CA,1562173800,55,49.85,-100.93,68.66,5.77
496,Blagoveshchenka,100,RU,1562173802,72,52.83,79.87,61.1,8.95
497,Pathein,100,MM,1562173803,85,16.78,94.73,81.44,15.48
498,Olinda,1,AU,1562173804,100,-37.84,145.39,48.99,5.82
499,Zwedru,76,LR,1562173805,93,6.07,-8.13,75.5,6.04
500,Usinsk,32,RU,1562173807,54,66.0,57.56,71.9,12.24
501,Birjand,0,IR,1562173808,16,32.86,59.22,86.0,11.41
502,Zemlyansk,0,RU,1562173809,31,51.9,38.73,75.2,13.42
503,Nizhniy Tsasuchey,52,RU,1562173810,72,50.52,115.13,63.08,0.65
504,Slavyanka,100,RU,1562173811,99,42.86,131.39,58.22,1.86
505,Pombas,3,BR,1562173813,34,-15.9,-54.74,88.28,9.57
506,Kresttsy,100,RU,1562173814,95,58.25,32.52,49.4,11.01
507,Talara,75,PE,1562173815,290,-4.58,-81.27,62.6,18.34
508,Zeya,99,RU,1562173816,94,53.74,127.27,53.72,5.06
509,Mulchen,90,CL,1562173817,93,-37.72,-72.23,48.2,8.05
510,Dolinsk,75,RU,1562173819,100,47.32,142.8,51.8,2.24
511,Fowa,95,NG,1562173820,69,8.92,6.4,84.5,2.86
512,Kulhudhuffushi,84,MV,1562173821,76,6.62,73.07,83.24,10.4
513,Piacabucu,10,BR,1562173822,72,-10.41,-36.43,80.9,9.17
514,Jumla,95,NP,1562173824,96,29.28,82.18,56.78,2.82
515,Basoko,41,CD,1562173825,93,1.23,23.61,72.44,2.44
516,Havelock,90,US,1562173812,70,34.88,-76.9,97.0,12.75
517,Belmonte,100,PT,1562173827,22,40.36,-7.35,81.0,6.93
518,Puerto Narino,75,CO,1562173829,83,-3.77,-70.38,82.4,6.93
519,Bismil,0,TR,1562173830,15,37.85,40.66,90.0,8.05
520,Preobrazheniye,89,RU,1562173831,98,42.9,133.91,56.06,2.66
521,Ko Samui,100,TH,1562173832,77,9.54,99.94,83.42,16.06
522,Verkh-Usugli,50,RU,1562173833,96,52.7,115.17,49.22,2.86
523,Genhe,49,CN,1562173835,84,50.78,121.52,52.28,1.97
524,Ossora,55,RU,1562173836,88,59.24,163.07,51.74,1.12
525,Grand-Santi,43,GF,1562173837,50,4.27,-54.38,89.0,3.29
526,Russell,20,US,1562173838,88,38.9,-98.86,91.0,13.87
527,Havre-Saint-Pierre,75,CA,1562173839,63,50.23,-63.6,66.2,14.99
528,Bayeux,75,BR,1562173841,94,-7.13,-34.94,75.2,4.7
529,Rosetown,86,CA,1562173697,53,51.55,-107.99,63.0,2.66
530,Lumsden,20,CA,1562173843,55,50.65,-104.86,68.0,4.7
531,Kawalu,76,ID,1562173844,94,-7.38,108.21,69.02,3.18
